epoch,autocorr_step_0,autocorr_step_1,autocorr_step_2,autocorr_step_3,autocorr_step_4,autocorr_step_5,autocorr_step_6,autocorr_step_7,free_fid,clamped_fid
0,0.0,0.0,5.552938546316e-06,0.00012530977255664766,0.0004207208985462785,0.0,8.770902786636725e-05,0.000573793426156044,311.82,311.57
1,0.001197759760543704,0.0,0.0002478541573509574,0.00031957626924850047,0.0009697764180600643,0.0011736039305105805,0.0021141075994819403,0.01647753268480301,88.26,55.8
2,0.0,0.0025510250125080347,0.0018922423478215933,0.0,0.0008102525025606155,0.003615210298448801,0.02179953083395958,0.01962166652083397,56.12,42.48
3,0.0,0.0,0.0,0.0014303320785984397,0.0015374795766547322,0.002929345704615116,0.032691530883312225,0.01716333068907261,51.99,38.46
4,0.0,0.0021306846756488085,0.0,0.002308291383087635,0.001222315477207303,0.015523548237979412,0.05441199243068695,0.021030953153967857,36.55,35.31
5,0.009062480181455612,0.0013084509409964085,0.0,0.002498155226930976,0.0027192856650799513,0.059139102697372437,0.04478900879621506,0.02094823494553566,40.78,32.13
6,0.014188989996910095,0.002286444650962949,0.003841436468064785,0.006944878492504358,0.009915272705256939,0.07985664159059525,0.053751200437545776,0.02880745753645897,30.05,30.14
7,0.0004058819031342864,0.003363248659297824,0.0006671927985735238,0.01255942415446043,0.04786659777164459,0.06674600392580032,0.05005773529410362,0.021726209670305252,36.17,31.11
8,0.005198207218199968,0.001578015391714871,0.0068237739615142345,0.040383413434028625,0.09941736608743668,0.07321358472108841,0.043386004865169525,0.02386975660920143,29.68,29.08
9,0.016129160299897194,0.00887758657336235,0.011642767116427422,0.11302149295806885,0.12764732539653778,0.08542690426111221,0.05082321912050247,0.0231240913271904,32.77,28.78
10,0.005820283200591803,0.003380801063030958,0.020655019208788872,0.15357978641986847,0.1101348027586937,0.08233727514743805,0.048925552517175674,0.02438228949904442,39.63,30.61
11,0.02590879052877426,0.007553554140031338,0.02666076272726059,0.1622011363506317,0.09971040487289429,0.07517555356025696,0.05166776105761528,0.024261169135570526,29.95,28.59
12,0.06141025573015213,0.007006718777120113,0.09261062741279602,0.12615226209163666,0.09891152381896973,0.0661143884062767,0.047106966376304626,0.02033173106610775,34.76,29.37
13,0.06830479204654694,0.008816918358206749,0.14114144444465637,0.12765219807624817,0.09172637015581131,0.06017155945301056,0.04771487042307854,0.026797741651535034,37.51,31.13
14,0.13189388811588287,0.012026354670524597,0.17863856256008148,0.09427499771118164,0.07601914554834366,0.058775365352630615,0.04043608903884888,0.023001383990049362,35.47,31.88
15,0.17449632287025452,0.035294290632009506,0.19812829792499542,0.0955679714679718,0.08005645871162415,0.07251615077257156,0.054089125245809555,0.02050463855266571,38.13,30.97
16,0.2201402485370636,0.05370035022497177,0.18837718665599823,0.0916408970952034,0.08212409913539886,0.057493697851896286,0.042348314076662064,0.01833971217274666,40.98,32.34
17,0.2614528238773346,0.08542189747095108,0.207497701048851,0.0956878811120987,0.08882878720760345,0.049540553241968155,0.043132293969392776,0.02076108194887638,35.24,30.41
18,0.3571889400482178,0.12270553410053253,0.1598973125219345,0.10212009400129318,0.08411718159914017,0.06088991463184357,0.04878309741616249,0.027139492332935333,36.38,30.95
19,0.3985775411128998,0.1420874446630478,0.16747257113456726,0.08813852071762085,0.05647441744804382,0.0558946393430233,0.04042280092835426,0.019430559128522873,40.63,32.16
20,0.4926595985889435,0.17954309284687042,0.16268014907836914,0.08213897794485092,0.06277132034301758,0.05240100622177124,0.03988396376371384,0.02051529847085476,35.97,31.49
21,0.5193817019462585,0.1915854811668396,0.14111328125,0.09010248631238937,0.06668226420879364,0.0672931969165802,0.04561128839850426,0.026043901219964027,38.29,34.27
22,0.5603179335594177,0.20897828042507172,0.10745570808649063,0.06958341598510742,0.05327220261096954,0.04270324483513832,0.038610417395830154,0.020783286541700363,40.78,35.19
23,0.6529430150985718,0.30178824067115784,0.142344132065773,0.06170794740319252,0.06369321793317795,0.04905816912651062,0.04452011361718178,0.021648788824677467,49.63,38.34
24,0.6433535814285278,0.27509406208992004,0.13982097804546356,0.04656218737363815,0.0515582449734211,0.04905662313103676,0.04357588663697243,0.01886180229485035,54.66,42.59
25,0.6121312975883484,0.28828999400138855,0.1396608203649521,0.051568906754255295,0.05980517342686653,0.04471291974186897,0.042046163231134415,0.019911570474505424,57.47,46.71
26,0.6384118795394897,0.2814188003540039,0.1457478553056717,0.06634410470724106,0.06571056693792343,0.040131740272045135,0.04264570772647858,0.021055536344647408,68.56,57.26
27,0.5731616020202637,0.25101521611213684,0.11530253291130066,0.05354134365916252,0.04753059893846512,0.03400760889053345,0.028518667444586754,0.015699226409196854,76.75,62.61
28,0.5823050737380981,0.26042017340660095,0.15216809511184692,0.05621720105409622,0.053024958819150925,0.031396038830280304,0.03948459401726723,0.01597890444099903,81.7,69.14
29,0.5582962036132812,0.24914389848709106,0.1390039622783661,0.05511636659502983,0.04759002476930618,0.029184630140662193,0.042772430926561356,0.02012944594025612,98.57,85.89
30,0.44511133432388306,0.20025120675563812,0.10051588714122772,0.04665897786617279,0.037435028702020645,0.037321679294109344,0.03562270849943161,0.017067188397049904,112.96,97.96
31,0.4098922610282898,0.21896107494831085,0.10052797943353653,0.05401135981082916,0.042328670620918274,0.026915380731225014,0.03516755253076553,0.0218350887298584,110.31,94.59
32,0.44511494040489197,0.24101468920707703,0.11909320205450058,0.05872613191604614,0.03952530771493912,0.030540747568011284,0.03817577287554741,0.017548488453030586,112.6,99.21
33,0.4301837086677551,0.24544599652290344,0.10431048274040222,0.0533185750246048,0.04305058717727661,0.024916183203458786,0.046302419155836105,0.022969376295804977,120.44,106.96
34,0.4298117756843567,0.14781208336353302,0.10204575955867767,0.04180019721388817,0.033511124551296234,0.02264050580561161,0.02678193524479866,0.014466729015111923,124.04,112.66
35,0.3982033431529999,0.1794068068265915,0.10549664497375488,0.03390754014253616,0.03958655148744583,0.03500410541892052,0.04780326783657074,0.024676574394106865,126.51,115.43
36,0.34687069058418274,0.14605358242988586,0.09977875649929047,0.029105307534337044,0.02307794988155365,0.021042797714471817,0.0272129625082016,0.017589326947927475,135.61,123.46
37,0.3234497010707855,0.161262646317482,0.08509216457605362,0.03240456059575081,0.02868356555700302,0.021576745435595512,0.03281841799616814,0.02153976820409298,135.91,123.28
38,0.34847262501716614,0.1517680436372757,0.11074730008840561,0.03687269985675812,0.026905573904514313,0.019821742549538612,0.03795432299375534,0.022609824314713478,130.11,120.88
39,0.3339563310146332,0.1662215143442154,0.12013806402683258,0.04216289520263672,0.03293197974562645,0.020621486008167267,0.03948308899998665,0.023753799498081207,130.53,119.86
40,0.3434879183769226,0.16423103213310242,0.09000366926193237,0.02521457150578499,0.026740971952676773,0.017195960506796837,0.03440241515636444,0.019592471420764923,135.6,123.5
41,0.3340620994567871,0.14747203886508942,0.09757907688617706,0.03167188912630081,0.020561927929520607,0.013792489655315876,0.027833594009280205,0.01906481385231018,138.64,125.07
42,0.3610514998435974,0.1550597846508026,0.08610767126083374,0.023801371455192566,0.03154193237423897,0.01787596009671688,0.02925451658666134,0.022397944703698158,133.04,122.51
43,0.36035484075546265,0.15223157405853271,0.07449543476104736,0.03202126547694206,0.024295369163155556,0.022745421156287193,0.02838129922747612,0.021186556667089462,138.19,126.83
44,0.325117290019989,0.13067282736301422,0.07147158682346344,0.029301630333065987,0.023189298808574677,0.015804128721356392,0.016976559534668922,0.015179536305367947,142.43,132.05
45,0.3312755227088928,0.1645503044128418,0.06163276359438896,0.030406389385461807,0.029741786420345306,0.018166624009609222,0.022788459435105324,0.017606958746910095,142.02,132.12
46,0.30977925658226013,0.17101113498210907,0.07059452682733536,0.04100128635764122,0.03066585399210453,0.007851908914744854,0.024815332144498825,0.024784626439213753,143.08,131.56
47,0.34297704696655273,0.1617755889892578,0.06952204555273056,0.03801942616701126,0.028519174084067345,0.01087247859686613,0.022260580211877823,0.02496974729001522,146.66,136.02
48,0.33457309007644653,0.12308149039745331,0.05118715763092041,0.02616022527217865,0.018379436805844307,0.008940082974731922,0.018114518374204636,0.021409034729003906,144.43,134.45
49,0.3337583839893341,0.1445365846157074,0.06610050797462463,0.027890130877494812,0.01845240406692028,0.009056663140654564,0.019100278615951538,0.021449441090226173,145.92,136.6
50,0.32672378420829773,0.13056796789169312,0.05879552289843559,0.033923063427209854,0.013667287304997444,0.011519404128193855,0.018990613520145416,0.02542995661497116,145.22,134.56
51,0.34111908078193665,0.1290249079465866,0.0663451999425888,0.031181862577795982,0.017768895253539085,0.008038641884922981,0.022340213879942894,0.020047839730978012,147.15,136.73
52,0.35284069180488586,0.1310935765504837,0.04591791704297066,0.027456244453787804,0.013167030178010464,0.007034585811197758,0.01611623354256153,0.015865303575992584,151.95,138.65
53,0.40986883640289307,0.14946801960468292,0.061353087425231934,0.02672664076089859,0.02108393795788288,0.012287914752960205,0.0221266932785511,0.02718852274119854,148.91,138.74
54,0.3679189682006836,0.12021281570196152,0.05123129114508629,0.03498787432909012,0.016738032922148705,0.010522418655455112,0.015004134736955166,0.020389866083860397,156.15,142.98
55,0.3785363435745239,0.12596803903579712,0.05201159045100212,0.023370547220110893,0.015602409839630127,0.009006425738334656,0.016129735857248306,0.01628759875893593,151.54,138.66
56,0.4151727259159088,0.11908276379108429,0.05486449971795082,0.030072446912527084,0.01810544729232788,0.008983342908322811,0.019748810678720474,0.022790590301156044,156.1,141.66
57,0.37900596857070923,0.10350135713815689,0.04535980150103569,0.030318034812808037,0.018733590841293335,0.01017086487263441,0.016068996861577034,0.01966254785656929,151.73,140.89
58,0.36097899079322815,0.09874764084815979,0.06156984716653824,0.023163139820098877,0.016703590750694275,0.01177428849041462,0.0182779710739851,0.020413346588611603,155.79,144.98
59,0.3837808668613434,0.10385114699602127,0.05184976011514664,0.023162756115198135,0.012718853540718555,0.00756135443225503,0.010668576695024967,0.019593751057982445,155.75,144.67
60,0.4018315076828003,0.09897356480360031,0.053290802985429764,0.02764403447508812,0.013098086230456829,0.013602552004158497,0.009061893448233604,0.024334149435162544,154.85,143.89
61,0.3978234827518463,0.09636392444372177,0.04779702052474022,0.02781525067985058,0.01747134141623974,0.01220785267651081,0.012848339974880219,0.028951825574040413,156.41,143.9
62,0.37503671646118164,0.08876624703407288,0.051502082496881485,0.020758554339408875,0.01586967334151268,0.008923033252358437,0.013259552419185638,0.017377890646457672,158.49,144.59
63,0.40138736367225647,0.08955878764390945,0.05247033014893532,0.031949084252119064,0.011467045173048973,0.009546455927193165,0.01214748714119196,0.020777011290192604,157.27,146.74
64,0.41865411400794983,0.07673002779483795,0.0546843558549881,0.027804218232631683,0.013666818849742413,0.006747870240360498,0.013539566658437252,0.020013611763715744,156.87,145.59
65,0.3927874267101288,0.09356319904327393,0.05354699492454529,0.021132495254278183,0.013167898170650005,0.008072156459093094,0.011255928315222263,0.016579417511820793,163.95,150.06
66,0.3807451128959656,0.07858533412218094,0.05231879651546478,0.027945514768362045,0.014132604002952576,0.010442497208714485,0.014285361394286156,0.015431973151862621,150.49,144.33
67,0.3918352723121643,0.09205219894647598,0.04268287867307663,0.029481856152415276,0.0116116339340806,0.009840560145676136,0.009323719888925552,0.01732265204191208,169.58,150.89
68,0.3949357569217682,0.0780172348022461,0.049803972244262695,0.023850733414292336,0.01591821014881134,0.007799246348440647,0.009610012173652649,0.018446041271090508,162.19,148.41
69,0.4005054831504822,0.07548785209655762,0.04703458026051521,0.02891007997095585,0.013386702165007591,0.007666907273232937,0.006362944841384888,0.01765044778585434,160.99,150.06
70,0.4182756245136261,0.08433350175619125,0.047247957438230515,0.026779966428875923,0.011402581818401814,0.004781035240739584,0.008424456231296062,0.018503909930586815,158.17,149.54
71,0.4240482747554779,0.07855222374200821,0.03908950835466385,0.027051707729697227,0.017145579680800438,0.008124146610498428,0.009628263302147388,0.020980175584554672,162.73,149.95
72,0.4370141625404358,0.07258483022451401,0.04882674664258957,0.022874368354678154,0.014722608961164951,0.005823042243719101,0.012404264882206917,0.0206544678658247,170.77,154.88
73,0.41834557056427,0.08349798619747162,0.03984377905726433,0.024217860773205757,0.008611333556473255,0.008725346997380257,0.008286439813673496,0.01786060445010662,166.08,153.98
74,0.43329498171806335,0.069218710064888,0.04526183009147644,0.02017868496477604,0.008903983980417252,0.008145306259393692,0.005276748910546303,0.01839713379740715,169.4,152.46
75,0.4197064936161041,0.07698215544223785,0.05029155686497688,0.025072352960705757,0.004518916830420494,0.004594461992383003,0.010334574617445469,0.026139594614505768,170.91,155.87
76,0.4496399164199829,0.08088387548923492,0.04504469409584999,0.02361615188419819,0.012379515916109085,0.009989457204937935,0.009569095447659492,0.026281580328941345,163.44,151.52
77,0.4307868480682373,0.07132337242364883,0.0543295182287693,0.02475917339324951,0.009351547807455063,0.01010859664529562,0.004444722086191177,0.01825292594730854,164.54,152.82
78,0.428128719329834,0.06699567288160324,0.050144318491220474,0.030174290761351585,0.005692788865417242,0.007175558712333441,0.005532991141080856,0.01807398349046707,163.74,152.46
79,0.44263437390327454,0.05297436565160751,0.03260364755988121,0.02199011668562889,0.007848992012441158,0.006297072395682335,0.003552723443135619,0.017751002684235573,167.78,154.22
80,0.4382912814617157,0.060832422226667404,0.036740005016326904,0.022807324305176735,0.008104318752884865,0.005101525690406561,0.003874947316944599,0.013029806315898895,165.82,153.54
81,0.43512800335884094,0.0643591657280922,0.0359986312687397,0.024266710504889488,0.007375064771622419,0.005054748151451349,0.005996423307806253,0.019423509016633034,165.35,151.73
82,0.43055349588394165,0.05738437920808792,0.0401587150990963,0.032108694314956665,0.00546336779370904,0.005606470163911581,0.004481038078665733,0.017429744824767113,166.37,153.76
83,0.44728803634643555,0.05762378126382828,0.038492027670145035,0.022527160122990608,0.00985720008611679,0.007933953776955605,0.00701332138851285,0.015661189332604408,165.17,149.54
84,0.42815494537353516,0.064010389149189,0.03601343557238579,0.02531586028635502,0.008978682570159435,0.0034938619937747717,0.003771479707211256,0.016111409291625023,166.88,154.25
85,0.452985942363739,0.06335872411727905,0.040264490991830826,0.023230349645018578,0.010483993217349052,0.005940823350101709,0.006699644960463047,0.015430493280291557,163.59,150.34
86,0.4471871852874756,0.06265740841627121,0.027219681069254875,0.017952734604477882,0.012176563031971455,0.00617839815095067,0.003973759710788727,0.017962953075766563,166.11,154.23
87,0.46218183636665344,0.07196808606386185,0.03773905336856842,0.028799528256058693,0.011360961012542248,0.006330200936645269,0.009920142590999603,0.019908728078007698,171.63,153.83
88,0.4504324495792389,0.06946427375078201,0.025714997202157974,0.028598329052329063,0.012819653376936913,0.005288132932037115,0.003145754337310791,0.014670397154986858,174.79,155.49
89,0.4740462303161621,0.06977787613868713,0.03424697741866112,0.024128828197717667,0.012999839149415493,0.004389914218336344,0.0040670763701200485,0.019158102571964264,174.74,156.2
90,0.4532540440559387,0.06755678355693817,0.03808446601033211,0.0277651846408844,0.013490436598658562,0.006467598024755716,0.009806768968701363,0.02224886603653431,170.82,155.85
91,0.4585123360157013,0.04967298358678818,0.033159442245960236,0.02430499531328678,0.008120891638100147,0.007636569440364838,0.008049124851822853,0.01390194520354271,170.15,155.5
92,0.4538218677043915,0.0580296516418457,0.03828689083456993,0.027448348701000214,0.01678089052438736,0.007009331602603197,0.005590004846453667,0.017077459022402763,167.69,151.34
93,0.46396487951278687,0.05555038899183273,0.034360822290182114,0.024185743182897568,0.01612706668674946,0.007334238849580288,0.003239201847463846,0.017504297196865082,172.46,157.73
94,0.4525081515312195,0.05911308526992798,0.029494255781173706,0.02217593789100647,0.010251500643789768,0.009936541318893433,0.006220344919711351,0.014732140116393566,172.11,155.5
95,0.4639189541339874,0.057800933718681335,0.03560753911733627,0.023280806839466095,0.011819382198154926,0.010589574463665485,0.0048398529179394245,0.01197544764727354,174.13,156.89
96,0.48066678643226624,0.04853098466992378,0.03455048426985741,0.022430146113038063,0.013132470659911633,0.01302181463688612,0.003189933020621538,0.014547774568200111,173.23,157.32
97,0.4332350492477417,0.056839607656002045,0.032771967351436615,0.018163256347179413,0.014742693863809109,0.01232138741761446,0.004221830517053604,0.015714282169938087,171.2,157.59
98,0.461819589138031,0.050829995423555374,0.027946576476097107,0.014677410013973713,0.014173638075590134,0.007722855545580387,0.005469662602990866,0.013494553044438362,172.35,154.52
99,0.469917356967926,0.05157196894288063,0.03497659042477608,0.012188104912638664,0.01165406871587038,0.007553875911980867,0.004001473542302847,0.022660180926322937,170.19,155.05
100,0.485192209482193,0.055002909153699875,0.03040006384253502,0.018743647262454033,0.01476043276488781,0.008821389637887478,0.006816504057496786,0.018796589225530624,171.41,156.55
101,0.4562464654445648,0.045855265110731125,0.032158851623535156,0.018578168004751205,0.013935442082583904,0.009815726429224014,0.0097010787576437,0.016228709369897842,181.49,159.31
102,0.48549628257751465,0.04538269713521004,0.038039300590753555,0.017181485891342163,0.011420187540352345,0.009766076691448689,0.005259034689515829,0.01383665855973959,167.79,153.69
103,0.4702174961566925,0.052022676914930344,0.04398166388273239,0.014989538118243217,0.014198605902493,0.009875220246613026,0.006748958025127649,0.026350727304816246,176.89,156.8
104,0.4609394669532776,0.054917752742767334,0.03187720850110054,0.015279348008334637,0.0182295311242342,0.006739749573171139,0.007735011633485556,0.0130211366340518,177.55,160.38
105,0.4555476903915405,0.04937775433063507,0.031063079833984375,0.015246120281517506,0.01120245922356844,0.010049309581518173,0.005612156819552183,0.02331000566482544,171.29,154.87
106,0.4589281380176544,0.046941470354795456,0.030782444402575493,0.015388388186693192,0.010262659750878811,0.011354467831552029,0.005152911879122257,0.013590620830655098,179.57,157.99
107,0.4579693377017975,0.053588442504405975,0.03235926851630211,0.014636960811913013,0.010345907881855965,0.010994364507496357,0.0066841766238212585,0.015311452560126781,175.91,156.81
108,0.4675447344779968,0.06245552748441696,0.03069142997264862,0.018307263031601906,0.01092521008104086,0.009195382706820965,0.005860083736479282,0.02392526902258396,172.02,159.01
109,0.47531911730766296,0.042828891426324844,0.03156648948788643,0.012902847491204739,0.010182574391365051,0.006745758466422558,0.005698114633560181,0.015764180570840836,169.92,155.19
110,0.4844420552253723,0.05148916691541672,0.02863166108727455,0.01707964390516281,0.006849621422588825,0.006293205078691244,0.005539679899811745,0.017922114580869675,182.27,160.12
111,0.45844364166259766,0.04836992174386978,0.024944985285401344,0.017341729253530502,0.010786733590066433,0.00458283256739378,0.002191318431869149,0.01194930262863636,176.64,159.57
112,0.4535021185874939,0.05261984094977379,0.029124237596988678,0.015062154270708561,0.012107293121516705,0.006804408505558968,0.0028805681504309177,0.016866879537701607,166.25,155.09
113,0.4579400420188904,0.049367163330316544,0.024737592786550522,0.019122717902064323,0.008768818341195583,0.002970198867842555,0.004143894650042057,0.014941167086362839,175.1,159.64
114,0.4913341701030731,0.05232730880379677,0.02736935392022133,0.020321566611528397,0.012327468022704124,0.006681954488158226,0.001954596256837249,0.01903153583407402,181.83,159.38
115,0.45381030440330505,0.044897135347127914,0.021440014243125916,0.016666390001773834,0.0123880784958601,0.005099066533148289,0.00329502928070724,0.015666760504245758,186.65,163.44
116,0.446050226688385,0.05422662943601608,0.02709062583744526,0.018577298149466515,0.00844571366906166,0.008183537982404232,0.0019627914298325777,0.01355389691889286,187.22,164.61
117,0.4749760031700134,0.041890569031238556,0.021888047456741333,0.019961323589086533,0.01148352399468422,0.00734357163310051,0.0008701785700395703,0.012636708095669746,176.3,160.63
118,0.46357837319374084,0.050274938344955444,0.028358377516269684,0.017750469967722893,0.005084196105599403,0.0066685983911156654,0.0029715895652770996,0.01543793547898531,186.12,162.67
119,0.4490775167942047,0.04779248684644699,0.023397956043481827,0.019305851310491562,0.01228528842329979,0.0047831148840487,0.0049138604663312435,0.01302612479776144,180.93,163.19
120,0.4528091847896576,0.04176262393593788,0.028152726590633392,0.01815633289515972,0.011566031724214554,0.007134545128792524,0.0016090209828689694,0.009843233972787857,181.25,162.47
121,0.4672218859195709,0.04725693166255951,0.024566516280174255,0.015447422862052917,0.008000792935490608,0.005714873317629099,0.0028353026136755943,0.018056076020002365,178.57,161.48
122,0.4632885158061981,0.04064250364899635,0.019770871847867966,0.01624687761068344,0.007583680562674999,0.008180083706974983,0.003371205646544695,0.022162672132253647,183.44,164.22
123,0.46829497814178467,0.04366187006235123,0.018475012853741646,0.013146985322237015,0.007899289019405842,0.005028983112424612,0.00244222697801888,0.01383733469992876,181.74,164.09
124,0.4513692259788513,0.04693189635872841,0.024407200515270233,0.019042478874325752,0.008612677454948425,0.006845577619969845,0.00359020265750587,0.01780368946492672,178.73,159.28
125,0.47766414284706116,0.047461144626140594,0.0230118315666914,0.016891006380319595,0.007851790636777878,0.005275750067085028,0.0033533284440636635,0.011091267690062523,181.56,164.1
126,0.46121764183044434,0.04049697890877724,0.026745593175292015,0.014627110213041306,0.01080628577619791,0.004067139700055122,0.005109795369207859,0.017341038212180138,181.54,158.97
127,0.47272005677223206,0.04397689551115036,0.016417333856225014,0.01974543370306492,0.005492067895829678,0.003517703153192997,0.0062834289856255054,0.012473748996853828,181.63,161.19
128,0.44331514835357666,0.04973948374390602,0.018349280580878258,0.015558489598333836,0.005915034096688032,0.0016887788660824299,0.0029905459377914667,0.01683793216943741,175.67,161.78
129,0.4680376350879669,0.043899234384298325,0.01367875561118126,0.015270176343619823,0.007695460692048073,0.002777242800220847,0.0015357782831415534,0.011036434210836887,188.44,165.42
130,0.45925435423851013,0.03461524099111557,0.01999117247760296,0.020328350365161896,0.005883482750505209,0.005069952458143234,0.0014451901661232114,0.014154954813420773,184.45,161.33
131,0.46419039368629456,0.03475311025977135,0.01768488995730877,0.015481801703572273,0.007424791343510151,0.001374133164063096,0.002190673490986228,0.020045455545186996,175.99,159.91
132,0.4808313250541687,0.034486282616853714,0.020164920017123222,0.019570039585232735,0.0038322790060192347,0.003847346408292651,0.0012657798361033201,0.015352470800280571,177.83,160.99
133,0.4522070586681366,0.034105923026800156,0.024193042889237404,0.018187768757343292,0.006315598264336586,0.005814948119223118,0.0012036527041345835,0.01732153631746769,178.29,163.01
134,0.4719064235687256,0.0378086119890213,0.01944028027355671,0.016704946756362915,0.005846655461937189,0.0033227677922695875,0.0004847110831178725,0.01544533297419548,175.89,162.36
135,0.48400065302848816,0.03719329088926315,0.014123444445431232,0.019332021474838257,0.007658135611563921,0.0030559301376342773,0.001851770095527172,0.015473248437047005,183.31,165.05
136,0.4630943536758423,0.037588052451610565,0.022732043638825417,0.020476751029491425,0.007148780860006809,0.006833747960627079,0.001539382734335959,0.013764653354883194,186.53,168.23
137,0.46089303493499756,0.031204581260681152,0.02371990866959095,0.01903727650642395,0.00900222547352314,0.005000805947929621,0.0009244696120731533,0.012172171846032143,173.08,161.14
138,0.4675460755825043,0.03573872894048691,0.017119841650128365,0.017063790932297707,0.008187809027731419,0.006058232858777046,0.002717858413234353,0.018863873556256294,177.05,160.96
139,0.4757446050643921,0.03982000797986984,0.022177215665578842,0.02023863047361374,0.005496498197317123,0.006553717888891697,0.002647937275469303,0.01515685673803091,179.88,163.49
140,0.4955548346042633,0.04049115255475044,0.017591821029782295,0.01991444267332554,0.005743868183344603,0.005978825967758894,0.001213615178130567,0.01613309420645237,186.1,163.56
141,0.5035113096237183,0.03490655869245529,0.020405858755111694,0.01876826025545597,0.007253542542457581,0.007757078856229782,0.001597655238583684,0.018296126276254654,188.4,163.9
142,0.5089329481124878,0.03576233237981796,0.020855136215686798,0.02398424781858921,0.004419062752276659,0.008496350608766079,0.0005376881454139948,0.017914406955242157,188.1,164.94
143,0.4906141459941864,0.0373554453253746,0.024870585650205612,0.022466208785772324,0.008109412156045437,0.0035176293458789587,0.002409643493592739,0.015355980023741722,182.1,161.63
144,0.49762770533561707,0.04343743622303009,0.022289926186203957,0.02186894416809082,0.004385384265333414,0.00463524367660284,0.00302240252494812,0.013065381906926632,185.19,163.95
